userid,version,sum_gamerounds,retention_1,retention_7,Retention,NewRetention,group
366115,gate_30,8,False,False,0,False-False,A
366148,gate_30,0,False,False,0,False-False,A
366196,gate_40,3,False,False,0,False-False,B
366213,gate_30,294,True,True,1,True-True,A
366343,gate_30,71,True,False,0,True-False,A
366880,gate_30,34,True,True,1,True-True,A
366990,gate_30,190,True,False,0,True-False,A
366999,gate_30,62,True,False,0,True-False,A
367125,gate_40,113,True,True,1,True-True,B
367135,gate_40,6,False,False,0,False-False,B
367281,gate_40,33,False,False,0,False-False,B
367541,gate_40,21,True,False,0,True-False,B
367642,gate_30,28,False,False,0,False-False,A
367867,gate_30,12,False,False,0,False-False,A
367959,gate_40,5,True,False,0,True-False,B
368059,gate_30,5,False,False,0,False-False,A
368335,gate_30,15,True,False,0,True-False,A
368479,gate_40,30,False,False,0,False-False,B
368547,gate_30,20,True,False,0,True-False,A
368559,gate_30,12,False,False,0,False-False,A
368742,gate_40,16,False,False,0,False-False,B
368794,gate_30,9,True,False,0,True-False,A
368805,gate_30,42,True,True,1,True-True,A
368973,gate_40,1,False,False,0,False-False,B
369076,gate_40,66,True,False,0,True-False,B
369092,gate_40,18,False,False,0,False-False,B
369128,gate_40,40,True,False,0,True-False,B
369150,gate_30,27,True,False,0,True-False,A
369151,gate_30,154,True,False,0,True-False,A
369193,gate_40,66,False,False,0,False-False,B
369230,gate_30,65,True,True,1,True-True,A
369288,gate_40,70,False,False,0,False-False,B
369342,gate_30,30,False,True,0,False-True,A
369402,gate_30,4,False,False,0,False-False,A
369522,gate_30,237,True,True,1,True-True,A
369597,gate_30,16,False,False,0,False-False,A
369614,gate_30,122,True,False,0,True-False,A
369732,gate_40,331,True,True,1,True-True,B
369846,gate_40,2,False,False,0,False-False,B
369849,gate_40,197,True,True,1,True-True,B
370095,gate_30,8,True,False,0,True-False,A
370152,gate_30,0,False,False,0,False-False,A
370381,gate_40,0,False,False,0,False-False,B
370391,gate_30,26,True,False,0,True-False,A
370747,gate_30,32,False,False,0,False-False,A
370791,gate_40,6,False,True,0,False-True,B
370989,gate_30,16,True,False,0,True-False,A
371064,gate_30,7,False,False,0,False-False,A
371112,gate_40,95,True,True,1,True-True,B
371139,gate_40,14,True,False,0,True-False,B
371237,gate_30,28,False,False,0,False-False,A
371320,gate_30,54,True,False,0,True-False,A
371366,gate_30,149,True,True,1,True-True,A
372011,gate_30,0,False,False,0,False-False,A
372206,gate_30,0,False,False,0,False-False,A
372563,gate_40,19,True,False,0,True-False,B
372577,gate_30,20,False,False,0,False-False,A
372729,gate_30,2,False,False,0,False-False,A
372834,gate_40,135,True,False,0,True-False,B
372977,gate_30,84,True,True,1,True-True,A
373056,gate_30,14,False,False,0,False-False,A
373174,gate_30,15,False,False,0,False-False,A
373239,gate_40,3,False,False,0,False-False,B
373247,gate_40,1,False,False,0,False-False,B
373248,gate_30,25,True,False,0,True-False,A
373279,gate_30,69,False,False,0,False-False,A
373529,gate_40,4,False,False,0,False-False,B
373592,gate_40,1,False,False,0,False-False,B
373683,gate_40,45,True,False,0,True-False,B
373877,gate_40,2,False,False,0,False-False,B
373990,gate_30,66,True,True,1,True-True,A
374029,gate_30,0,False,False,0,False-False,A
374075,gate_40,1,False,False,0,False-False,B
374117,gate_40,9,False,False,0,False-False,B
374188,gate_40,14,False,False,0,False-False,B
374399,gate_40,33,False,False,0,False-False,B
374439,gate_30,21,True,False,0,True-False,A
374668,gate_40,298,True,True,1,True-True,B
374787,gate_40,22,False,False,0,False-False,B
374809,gate_40,19,False,False,0,False-False,B
374894,gate_30,33,False,False,0,False-False,A
374940,gate_30,126,True,True,1,True-True,A
374943,gate_30,227,True,True,1,True-True,A
375105,gate_30,33,True,True,1,True-True,A
375172,gate_40,26,False,False,0,False-False,B
375205,gate_30,206,True,False,0,True-False,A
375471,gate_40,3,False,False,0,False-False,B
375502,gate_40,1,False,False,0,False-False,B
375649,gate_30,8,True,False,0,True-False,A
375673,gate_40,17,True,False,0,True-False,B
375690,gate_40,3,False,False,0,False-False,B
375741,gate_40,4,False,False,0,False-False,B
375742,gate_40,10,False,False,0,False-False,B
375819,gate_30,3,False,False,0,False-False,A
375883,gate_30,22,False,False,0,False-False,A
376047,gate_30,22,True,False,0,True-False,A
376057,gate_30,134,False,True,0,False-True,A
376089,gate_30,83,True,False,0,True-False,A
376201,gate_30,10,False,False,0,False-False,A
376530,gate_40,103,True,False,0,True-False,B
376569,gate_30,35,True,False,0,True-False,A
376764,gate_30,33,True,False,0,True-False,A
376934,gate_30,177,False,True,0,False-True,A
377066,gate_40,5,False,False,0,False-False,B
377121,gate_40,53,True,False,0,True-False,B
377538,gate_30,5,True,False,0,True-False,A
377713,gate_40,5,False,False,0,False-False,B
377742,gate_30,3,False,False,0,False-False,A
378039,gate_40,1,False,False,0,False-False,B
378131,gate_40,3,True,False,0,True-False,B
378222,gate_30,2,False,False,0,False-False,A
378438,gate_30,429,True,True,1,True-True,A
378549,gate_30,15,False,False,0,False-False,A
378647,gate_30,90,True,True,1,True-True,A
379100,gate_40,4,False,False,0,False-False,B
379105,gate_30,10,False,False,0,False-False,A
379349,gate_30,346,True,True,1,True-True,A
379436,gate_30,84,False,False,0,False-False,A
379531,gate_40,25,True,True,1,True-True,B
379787,gate_30,2,True,False,0,True-False,A
379832,gate_40,21,False,False,0,False-False,B
379836,gate_40,3,False,False,0,False-False,B
379977,gate_40,0,False,False,0,False-False,B
380111,gate_40,53,True,True,1,True-True,B
380206,gate_40,1,False,False,0,False-False,B
380245,gate_30,11,False,False,0,False-False,A
380264,gate_40,33,True,True,1,True-True,B
380366,gate_30,182,True,True,1,True-True,A
380447,gate_40,3,False,False,0,False-False,B
380476,gate_40,4,True,False,0,True-False,B
380489,gate_30,30,True,False,0,True-False,A
380690,gate_40,26,True,True,1,True-True,B
380760,gate_30,16,False,False,0,False-False,A
380930,gate_30,92,False,True,0,False-True,A
380963,gate_30,34,True,False,0,True-False,A
380975,gate_30,10,False,False,0,False-False,A
381233,gate_40,34,True,False,0,True-False,B
381339,gate_30,60,False,True,0,False-True,A
381410,gate_40,14,True,False,0,True-False,B
381448,gate_30,21,False,False,0,False-False,A
381459,gate_40,12,False,False,0,False-False,B
381747,gate_40,8,False,False,0,False-False,B
381938,gate_30,42,False,True,0,False-True,A
382063,gate_30,1,False,False,0,False-False,A
382205,gate_40,18,False,False,0,False-False,B
382344,gate_30,20,False,False,0,False-False,A
382439,gate_40,236,True,True,1,True-True,B
382523,gate_30,16,True,False,0,True-False,A
382591,gate_40,4,False,False,0,False-False,B
382724,gate_40,18,False,False,0,False-False,B
382813,gate_40,2,False,False,0,False-False,B
382905,gate_30,213,True,False,0,True-False,A
382969,gate_30,14,False,False,0,False-False,A
383258,gate_30,8,True,True,1,True-True,A
383425,gate_40,6,False,False,0,False-False,B
383494,gate_40,47,True,False,0,True-False,B
383679,gate_40,6,False,False,0,False-False,B
383936,gate_40,137,False,True,0,False-True,B
383973,gate_30,5,False,False,0,False-False,A
383995,gate_30,1,False,False,0,False-False,A
384168,gate_30,92,True,True,1,True-True,A
384329,gate_30,4,False,False,0,False-False,A
384350,gate_40,3,False,False,0,False-False,B
384384,gate_30,6,False,False,0,False-False,A
384388,gate_40,14,False,False,0,False-False,B
384453,gate_40,52,True,False,0,True-False,B
384647,gate_40,3,False,False,0,False-False,B
384746,gate_40,2,False,False,0,False-False,B
385020,gate_30,0,False,False,0,False-False,A
385171,gate_40,32,False,True,0,False-True,B
385221,gate_30,65,True,False,0,True-False,A
385313,gate_30,35,True,True,1,True-True,A
385491,gate_30,124,True,True,1,True-True,A
385516,gate_30,14,False,False,0,False-False,A
385579,gate_30,229,True,True,1,True-True,A
385619,gate_40,16,True,False,0,True-False,B
385690,gate_30,7,False,False,0,False-False,A
385709,gate_30,8,False,True,0,False-True,A
385720,gate_30,4,False,False,0,False-False,A
385863,gate_30,17,True,False,0,True-False,A
385903,gate_30,9,False,False,0,False-False,A
386111,gate_30,70,True,False,0,True-False,A
386270,gate_30,27,True,False,0,True-False,A
386296,gate_30,2,False,False,0,False-False,A
386369,gate_40,284,True,False,0,True-False,B
386538,gate_40,97,True,False,0,True-False,B
386608,gate_30,107,True,True,1,True-True,A
386696,gate_40,96,True,False,0,True-False,B
386733,gate_40,62,True,False,0,True-False,B
386739,gate_40,6,False,False,0,False-False,B
386860,gate_30,3,False,False,0,False-False,A
387104,gate_40,7,True,False,0,True-False,B
387127,gate_40,6,False,False,0,False-False,B
387210,gate_40,9,True,False,0,True-False,B
387258,gate_30,97,True,False,0,True-False,A
387297,gate_40,2,False,False,0,False-False,B
387361,gate_40,6,False,False,0,False-False,B
387490,gate_30,7,False,False,0,False-False,A
387515,gate_40,13,False,False,0,False-False,B
387517,gate_30,6,True,False,0,True-False,A
387785,gate_40,513,True,True,1,True-True,B
387797,gate_30,46,True,False,0,True-False,A
387979,gate_40,1,False,False,0,False-False,B
388249,gate_30,29,True,False,0,True-False,A
388419,gate_40,23,True,False,0,True-False,B
388467,gate_40,16,True,False,0,True-False,B
388830,gate_40,2,False,False,0,False-False,B
388889,gate_40,38,False,False,0,False-False,B
389019,gate_40,147,True,False,0,True-False,B
389215,gate_30,105,True,False,0,True-False,A
389286,gate_30,10,False,False,0,False-False,A
389318,gate_40,1,False,False,0,False-False,B
389453,gate_40,10,False,False,0,False-False,B
389471,gate_30,38,True,False,0,True-False,A
389556,gate_40,4,False,False,0,False-False,B
389624,gate_30,112,True,False,0,True-False,A
389687,gate_30,55,False,True,0,False-True,A
389691,gate_30,0,False,False,0,False-False,A
389849,gate_40,40,True,False,0,True-False,B
390041,gate_40,0,False,False,0,False-False,B
390053,gate_30,1,False,False,0,False-False,A
390143,gate_30,197,True,True,1,True-True,A
390151,gate_40,1,False,False,0,False-False,B
390166,gate_30,34,False,False,0,False-False,A
390288,gate_30,6,True,False,0,True-False,A
390377,gate_30,73,True,False,0,True-False,A
390382,gate_30,3,False,False,0,False-False,A
390405,gate_30,167,False,True,0,False-True,A
390538,gate_30,2,False,False,0,False-False,A
390649,gate_40,1,False,False,0,False-False,B
390790,gate_30,22,True,False,0,True-False,A
390818,gate_30,373,True,False,0,True-False,A
390874,gate_30,0,False,False,0,False-False,A
391161,gate_30,4,False,False,0,False-False,A
391484,gate_30,0,False,False,0,False-False,A
391522,gate_30,40,True,False,0,True-False,A
391808,gate_30,133,False,True,0,False-True,A
391832,gate_40,131,True,True,1,True-True,B
391926,gate_40,2,False,False,0,False-False,B
392034,gate_40,37,True,False,0,True-False,B
392052,gate_40,6,False,False,0,False-False,B
392079,gate_30,14,False,False,0,False-False,A
392102,gate_40,1,False,False,0,False-False,B
392149,gate_40,12,False,False,0,False-False,B
392282,gate_40,113,True,True,1,True-True,B
392644,gate_30,8,False,False,0,False-False,A
393055,gate_40,17,False,False,0,False-False,B
393166,gate_40,17,False,False,0,False-False,B
393315,gate_30,3,False,False,0,False-False,A
393402,gate_40,22,False,False,0,False-False,B
393412,gate_40,8,False,False,0,False-False,B
393522,gate_30,9,False,False,0,False-False,A
393656,gate_30,75,True,False,0,True-False,A
393729,gate_30,3,False,False,0,False-False,A
393897,gate_40,0,False,False,0,False-False,B
394095,gate_40,8,True,False,0,True-False,B
394106,gate_40,14,False,False,0,False-False,B
394163,gate_40,1,False,False,0,False-False,B
394257,gate_40,4,False,True,0,False-True,B
394341,gate_40,2,False,False,0,False-False,B
394532,gate_30,24,False,False,0,False-False,A
394752,gate_40,1,False,False,0,False-False,B
394754,gate_40,4,False,False,0,False-False,B
394789,gate_30,25,False,False,0,False-False,A
394937,gate_40,19,False,False,0,False-False,B
395064,gate_30,1,False,False,0,False-False,A
395156,gate_30,6,False,False,0,False-False,A
395294,gate_40,4,True,False,0,True-False,B
395305,gate_30,7,True,False,0,True-False,A
395406,gate_30,18,True,False,0,True-False,A
395411,gate_40,45,True,False,0,True-False,B
395588,gate_40,0,False,False,0,False-False,B
395707,gate_30,20,True,False,0,True-False,A
395975,gate_30,4,True,False,0,True-False,A
396129,gate_40,20,True,False,0,True-False,B
396416,gate_30,11,False,False,0,False-False,A
396541,gate_40,104,True,False,0,True-False,B
396702,gate_30,253,True,True,1,True-True,A
396803,gate_30,14,True,False,0,True-False,A
397171,gate_40,23,True,False,0,True-False,B
397211,gate_40,31,True,False,0,True-False,B
397246,gate_40,31,False,True,0,False-True,B
397308,gate_30,17,True,False,0,True-False,A
397322,gate_30,10,False,False,0,False-False,A
397329,gate_30,4,False,False,0,False-False,A
397333,gate_30,14,True,False,0,True-False,A
397341,gate_40,22,False,False,0,False-False,B
397388,gate_40,20,True,False,0,True-False,B
397579,gate_40,13,False,False,0,False-False,B
397793,gate_30,67,True,False,0,True-False,A
397874,gate_30,14,False,False,0,False-False,A
397904,gate_40,78,False,False,0,False-False,B
398085,gate_30,454,True,True,1,True-True,A
398151,gate_30,14,False,False,0,False-False,A
398227,gate_40,270,True,False,0,True-False,B
398238,gate_30,40,False,False,0,False-False,A
398438,gate_40,1,False,False,0,False-False,B
398645,gate_40,19,False,False,0,False-False,B
398647,gate_40,83,True,False,0,True-False,B
398753,gate_40,3,False,False,0,False-False,B
398801,gate_40,45,True,True,1,True-True,B
398917,gate_30,34,True,False,0,True-False,A
399150,gate_30,32,False,False,0,False-False,A
399177,gate_40,10,False,False,0,False-False,B
399211,gate_30,27,True,False,0,True-False,A
399562,gate_40,45,True,False,0,True-False,B
399753,gate_40,21,True,False,0,True-False,B
400155,gate_30,12,False,False,0,False-False,A
400185,gate_40,7,False,False,0,False-False,B
400212,gate_40,11,False,False,0,False-False,B
400251,gate_40,9,True,False,0,True-False,B
400320,gate_40,188,True,True,1,True-True,B
400336,gate_30,49,True,False,0,True-False,A
400359,gate_30,248,True,False,0,True-False,A
400492,gate_40,137,False,True,0,False-True,B
400510,gate_30,1,False,False,0,False-False,A
400536,gate_40,61,False,False,0,False-False,B
400572,gate_30,6,False,False,0,False-False,A
400619,gate_30,14,True,True,1,True-True,A
400691,gate_30,2,False,False,0,False-False,A
400794,gate_30,22,True,True,1,True-True,A
400968,gate_30,2,False,False,0,False-False,A
401304,gate_40,5,True,False,0,True-False,B
401652,gate_30,16,False,False,0,False-False,A
401693,gate_40,118,True,False,0,True-False,B
401778,gate_30,3,False,False,0,False-False,A
402272,gate_40,6,False,False,0,False-False,B
402354,gate_40,2,False,False,0,False-False,B
402425,gate_40,42,False,False,0,False-False,B
402454,gate_30,19,True,False,0,True-False,A
402485,gate_40,47,False,False,0,False-False,B
402916,gate_30,49,False,False,0,False-False,A
403152,gate_30,5,False,False,0,False-False,A
403383,gate_40,434,True,True,1,True-True,B
403460,gate_40,14,True,False,0,True-False,B
403794,gate_30,4,False,False,0,False-False,A
404167,gate_40,55,True,False,0,True-False,B
404642,gate_40,72,True,True,1,True-True,B
404726,gate_40,25,False,False,0,False-False,B
404874,gate_30,61,True,True,1,True-True,A
404932,gate_40,23,False,False,0,False-False,B
405089,gate_40,6,False,False,0,False-False,B
405158,gate_40,26,True,False,0,True-False,B
405190,gate_30,15,True,False,0,True-False,A
405217,gate_40,15,False,False,0,False-False,B
405327,gate_40,137,True,False,0,True-False,B
405380,gate_40,50,True,True,1,True-True,B
405466,gate_30,35,False,True,0,False-True,A
405971,gate_30,442,True,True,1,True-True,A
406081,gate_40,1,False,False,0,False-False,B
406185,gate_30,7,False,False,0,False-False,A
406200,gate_40,4,False,False,0,False-False,B
406201,gate_30,11,False,False,0,False-False,A
406202,gate_40,16,False,False,0,False-False,B
406211,gate_30,2,False,False,0,False-False,A
406470,gate_30,112,True,False,0,True-False,A
406701,gate_40,9,False,False,0,False-False,B
406737,gate_40,461,True,True,1,True-True,B
406812,gate_30,261,True,True,1,True-True,A
407091,gate_40,164,False,False,0,False-False,B
407258,gate_30,258,False,True,0,False-True,A
407313,gate_30,51,True,False,0,True-False,A
407365,gate_40,29,True,True,1,True-True,B
407396,gate_30,9,True,False,0,True-False,A
407492,gate_30,29,True,True,1,True-True,A
407521,gate_40,90,False,False,0,False-False,B
407576,gate_30,4,False,False,0,False-False,A
407592,gate_40,2,False,False,0,False-False,B
407774,gate_40,2,True,False,0,True-False,B
407824,gate_40,5,False,False,0,False-False,B
407828,gate_40,174,True,True,1,True-True,B
408030,gate_40,2,False,False,0,False-False,B
408180,gate_30,14,False,False,0,False-False,A
408273,gate_40,4,False,False,0,False-False,B
408318,gate_40,59,True,True,1,True-True,B
408623,gate_40,5,False,False,0,False-False,B
408682,gate_40,8,True,False,0,True-False,B
408712,gate_40,19,False,False,0,False-False,B
408750,gate_40,1,False,False,0,False-False,B
408862,gate_40,10,False,True,0,False-True,B
408875,gate_40,11,True,False,0,True-False,B
409083,gate_30,11,True,False,0,True-False,A
409145,gate_40,3,False,False,0,False-False,B
409166,gate_30,2,False,False,0,False-False,A
409388,gate_30,1,False,False,0,False-False,A
409519,gate_30,42,True,False,0,True-False,A
409570,gate_30,70,True,False,0,True-False,A
409641,gate_30,10,False,False,0,False-False,A
409645,gate_30,17,True,False,0,True-False,A
409679,gate_40,40,True,False,0,True-False,B
409780,gate_40,1,False,False,0,False-False,B
409863,gate_40,338,True,True,1,True-True,B
410025,gate_40,50,True,False,0,True-False,B
410165,gate_30,33,True,False,0,True-False,A
410565,gate_30,59,True,False,0,True-False,A
410568,gate_30,5,False,False,0,False-False,A
410726,gate_30,6,False,False,0,False-False,A
410921,gate_30,25,False,False,0,False-False,A
411506,gate_30,24,True,False,0,True-False,A
411862,gate_40,1,False,False,0,False-False,B
411955,gate_30,20,False,False,0,False-False,A
411997,gate_40,8,False,False,0,False-False,B
412011,gate_30,39,True,False,0,True-False,A
412056,gate_30,36,True,False,0,True-False,A
412116,gate_40,17,True,False,0,True-False,B
412147,gate_30,11,False,False,0,False-False,A
412310,gate_30,11,False,False,0,False-False,A
412334,gate_30,46,False,False,0,False-False,A
412584,gate_40,7,True,False,0,True-False,B
412812,gate_40,3,False,False,0,False-False,B
412989,gate_40,111,False,False,0,False-False,B
413042,gate_40,160,True,False,0,True-False,B
413323,gate_40,52,True,False,0,True-False,B
413477,gate_40,86,True,False,0,True-False,B
413513,gate_40,4,True,False,0,True-False,B
413543,gate_30,126,False,True,0,False-True,A
413730,gate_30,11,False,False,0,False-False,A
413749,gate_30,17,False,False,0,False-False,A
413870,gate_30,276,True,True,1,True-True,A
413896,gate_40,16,False,False,0,False-False,B
414066,gate_30,72,True,True,1,True-True,A
414136,gate_30,37,True,False,0,True-False,A
414145,gate_30,39,True,True,1,True-True,A
414474,gate_40,24,False,True,0,False-True,B
414509,gate_30,24,True,False,0,True-False,A
414634,gate_30,3,False,False,0,False-False,A
414756,gate_40,87,True,False,0,True-False,B
414800,gate_30,31,True,True,1,True-True,A
414906,gate_30,96,True,False,0,True-False,A
415105,gate_30,2,False,False,0,False-False,A
415170,gate_30,258,True,True,1,True-True,A
415253,gate_30,3,False,False,0,False-False,A
415267,gate_30,144,True,True,1,True-True,A
415285,gate_40,3,False,False,0,False-False,B
415289,gate_30,38,False,False,0,False-False,A
415301,gate_30,1,False,False,0,False-False,A
415376,gate_40,51,True,False,0,True-False,B
415397,gate_40,12,False,False,0,False-False,B
415476,gate_30,2,False,False,0,False-False,A
415496,gate_40,240,True,True,1,True-True,B
415566,gate_30,70,True,False,0,True-False,A
415637,gate_40,8,False,False,0,False-False,B
415726,gate_40,0,False,False,0,False-False,B
415969,gate_40,10,False,False,0,False-False,B
416094,gate_30,134,True,True,1,True-True,A
416152,gate_40,45,True,False,0,True-False,B
416411,gate_40,219,True,False,0,True-False,B
416484,gate_30,17,False,False,0,False-False,A
416489,gate_30,9,False,False,0,False-False,A
416580,gate_40,96,True,False,0,True-False,B
416655,gate_40,24,False,False,0,False-False,B
416674,gate_30,28,True,False,0,True-False,A
416835,gate_30,121,True,True,1,True-True,A
416942,gate_30,3,False,False,0,False-False,A
417079,gate_40,65,False,False,0,False-False,B
417081,gate_40,2,False,False,0,False-False,B
417263,gate_40,94,True,True,1,True-True,B
417275,gate_30,6,False,False,0,False-False,A
417339,gate_30,120,True,False,0,True-False,A
417441,gate_30,0,False,False,0,False-False,A
417578,gate_40,189,True,False,0,True-False,B
417687,gate_30,10,False,False,0,False-False,A
417699,gate_40,180,True,True,1,True-True,B
417759,gate_40,8,False,False,0,False-False,B
417812,gate_40,38,True,False,0,True-False,B
417990,gate_30,11,False,True,0,False-True,A
418174,gate_40,12,False,False,0,False-False,B
418300,gate_30,9,False,False,0,False-False,A
418421,gate_40,56,True,False,0,True-False,B
418453,gate_30,157,False,False,0,False-False,A
418516,gate_30,223,True,True,1,True-True,A
418547,gate_30,181,True,True,1,True-True,A
418765,gate_30,50,True,True,1,True-True,A
418964,gate_40,521,True,True,1,True-True,B
419017,gate_30,2,False,False,0,False-False,A
419119,gate_30,6,True,False,0,True-False,A
419275,gate_30,162,True,False,0,True-False,A
419413,gate_40,66,True,True,1,True-True,B
419938,gate_30,88,True,True,1,True-True,A
420106,gate_30,7,False,False,0,False-False,A
420160,gate_40,5,False,False,0,False-False,B
420191,gate_30,1,False,False,0,False-False,A
420304,gate_30,6,True,False,0,True-False,A
420361,gate_40,1,False,False,0,False-False,B
420909,gate_40,18,True,False,0,True-False,B
420974,gate_40,11,False,False,0,False-False,B
421116,gate_30,9,True,False,0,True-False,A
421176,gate_30,1,False,False,0,False-False,A
421456,gate_40,1,False,False,0,False-False,B
421579,gate_40,2,False,False,0,False-False,B
421739,gate_30,4,False,False,0,False-False,A
421947,gate_30,4,False,False,0,False-False,A
422171,gate_40,23,True,False,0,True-False,B
422218,gate_40,26,True,False,0,True-False,B
422229,gate_40,21,True,False,0,True-False,B
422297,gate_30,4,False,False,0,False-False,A
422366,gate_30,17,True,False,0,True-False,A
422374,gate_40,10,False,False,0,False-False,B
422461,gate_30,2,True,False,0,True-False,A
422697,gate_30,7,False,False,0,False-False,A
422764,gate_40,1,False,False,0,False-False,B
422804,gate_40,37,True,False,0,True-False,B
422836,gate_40,4,False,True,0,False-True,B
422858,gate_30,8,False,False,0,False-False,A
422909,gate_30,0,False,False,0,False-False,A
423012,gate_30,90,True,False,0,True-False,A
423014,gate_30,85,True,False,0,True-False,A
423159,gate_40,2,False,False,0,False-False,B
423265,gate_40,78,True,False,0,True-False,B
423281,gate_30,1,False,False,0,False-False,A
423527,gate_40,7,False,False,0,False-False,B
423766,gate_30,48,True,True,1,True-True,A
423856,gate_30,48,True,False,0,True-False,A
423879,gate_40,92,True,True,1,True-True,B
423996,gate_30,53,False,False,0,False-False,A
424389,gate_30,1,False,False,0,False-False,A
424407,gate_40,62,True,True,1,True-True,B
424474,gate_40,30,False,True,0,False-True,B
424521,gate_40,11,False,False,0,False-False,B
424620,gate_40,16,False,True,0,False-True,B
424793,gate_40,0,False,False,0,False-False,B
424956,gate_40,34,False,False,0,False-False,B
425051,gate_30,343,True,True,1,True-True,A
425114,gate_30,55,True,False,0,True-False,A
425199,gate_40,3,False,False,0,False-False,B
425282,gate_30,0,False,False,0,False-False,A
425339,gate_30,9,False,False,0,False-False,A
425357,gate_40,15,False,False,0,False-False,B
425359,gate_30,23,True,False,0,True-False,A
425471,gate_30,39,False,False,0,False-False,A
425532,gate_30,4,False,False,0,False-False,A
425620,gate_40,14,True,False,0,True-False,B
425762,gate_30,30,True,False,0,True-False,A
425844,gate_40,6,False,False,0,False-False,B
426243,gate_40,4,False,False,0,False-False,B
426280,gate_40,4,False,False,0,False-False,B
426403,gate_40,11,False,False,0,False-False,B
426708,gate_40,0,False,False,0,False-False,B
426777,gate_40,75,True,False,0,True-False,B
427328,gate_30,2,False,False,0,False-False,A
427420,gate_30,32,False,False,0,False-False,A
427607,gate_30,1,False,False,0,False-False,A
427637,gate_30,11,False,False,0,False-False,A
427638,gate_30,8,True,False,0,True-False,A
427694,gate_30,10,False,False,0,False-False,A
427849,gate_40,11,True,False,0,True-False,B
427851,gate_30,42,True,False,0,True-False,A
427860,gate_30,3,False,False,0,False-False,A
428096,gate_40,91,False,False,0,False-False,B
428136,gate_30,1,False,False,0,False-False,A
428184,gate_30,3,False,False,0,False-False,A
428248,gate_30,14,True,False,0,True-False,A
428253,gate_40,139,False,True,0,False-True,B
428393,gate_40,18,True,False,0,True-False,B
428424,gate_40,23,False,False,0,False-False,B
428447,gate_40,4,False,False,0,False-False,B
428747,gate_40,95,True,False,0,True-False,B
428970,gate_40,5,False,False,0,False-False,B
429058,gate_30,15,False,False,0,False-False,A
429137,gate_40,152,True,True,1,True-True,B
429237,gate_40,37,False,False,0,False-False,B
429306,gate_30,2,False,False,0,False-False,A
429351,gate_40,21,True,False,0,True-False,B
429532,gate_40,136,True,True,1,True-True,B
429542,gate_40,1,False,False,0,False-False,B
429579,gate_40,51,True,False,0,True-False,B
429583,gate_40,27,False,False,0,False-False,B
429838,gate_40,3,False,False,0,False-False,B
429891,gate_40,2,False,False,0,False-False,B
429922,gate_30,13,False,False,0,False-False,A
430020,gate_30,1,False,False,0,False-False,A
430079,gate_40,2,False,False,0,False-False,B
430106,gate_30,6,False,False,0,False-False,A
430294,gate_30,5,False,False,0,False-False,A
430337,gate_40,41,True,False,0,True-False,B
430342,gate_40,37,False,False,0,False-False,B
430406,gate_40,41,True,False,0,True-False,B
430452,gate_40,102,True,False,0,True-False,B
430782,gate_30,166,False,False,0,False-False,A
430913,gate_30,54,True,False,0,True-False,A
430991,gate_40,48,False,False,0,False-False,B
431061,gate_30,282,True,True,1,True-True,A
431225,gate_40,1,False,False,0,False-False,B
431355,gate_30,21,False,False,0,False-False,A
431464,gate_40,39,True,False,0,True-False,B
431540,gate_40,75,False,False,0,False-False,B
431826,gate_40,11,True,False,0,True-False,B
432388,gate_40,12,True,False,0,True-False,B
432438,gate_40,9,False,False,0,False-False,B
432452,gate_40,2,False,False,0,False-False,B
432519,gate_30,258,True,False,0,True-False,A
432550,gate_30,12,True,True,1,True-True,A
432574,gate_40,11,False,False,0,False-False,B
432617,gate_30,20,False,False,0,False-False,A
432658,gate_30,30,False,False,0,False-False,A
432661,gate_40,9,False,False,0,False-False,B
432876,gate_30,89,False,False,0,False-False,A
433038,gate_30,296,True,True,1,True-True,A
433272,gate_30,13,False,False,0,False-False,A
433364,gate_40,4,False,False,0,False-False,B
433403,gate_40,19,False,False,0,False-False,B
434321,gate_30,51,True,True,1,True-True,A
434351,gate_30,2,False,False,0,False-False,A
434486,gate_30,8,True,False,0,True-False,A
434603,gate_40,24,False,False,0,False-False,B
434677,gate_30,9,False,False,0,False-False,A
434855,gate_40,11,False,False,0,False-False,B
434856,gate_40,2,False,False,0,False-False,B
434863,gate_40,27,True,False,0,True-False,B
434884,gate_40,22,True,True,1,True-True,B
434889,gate_30,65,True,False,0,True-False,A
435078,gate_40,50,True,False,0,True-False,B
435127,gate_30,11,False,False,0,False-False,A
435422,gate_40,7,False,False,0,False-False,B
435484,gate_40,135,True,True,1,True-True,B
435493,gate_30,244,True,True,1,True-True,A
435663,gate_30,11,False,False,0,False-False,A
435761,gate_30,3,False,False,0,False-False,A
435957,gate_30,51,True,False,0,True-False,A
436389,gate_40,6,False,False,0,False-False,B
436646,gate_30,23,False,False,0,False-False,A
436730,gate_40,378,False,False,0,False-False,B
436767,gate_30,151,True,True,1,True-True,A
436851,gate_40,0,False,False,0,False-False,B
436913,gate_30,3,False,False,0,False-False,A
437151,gate_30,11,False,False,0,False-False,A
437214,gate_30,95,True,False,0,True-False,A
437247,gate_40,62,True,False,0,True-False,B
437286,gate_30,2,False,False,0,False-False,A
437323,gate_40,19,True,False,0,True-False,B
437359,gate_30,0,False,False,0,False-False,A
437366,gate_30,13,True,False,0,True-False,A
437393,gate_40,16,True,True,1,True-True,B
437425,gate_30,3,False,False,0,False-False,A
